frame,t_norm,cam_x_m,cam_y_m,cam_z_m,observer_x_m,observer_y_m,observer_z_m,distance_m,azimuth_deg,altitude_m
55,0.27638190954773867,147.48743718592965,0.0,-50.0,0.0,0.0,-50.0,147.48743718592965,0.0,50.0
56,0.2814070351758794,146.5326633165829,0.0,-50.0,0.0,0.0,-50.0,146.5326633165829,0.0,50.0
57,0.2864321608040201,145.57788944723617,0.0,-50.0,0.0,0.0,-50.0,145.57788944723617,0.0,50.0
58,0.2914572864321608,144.62311557788945,0.0,-50.0,0.0,0.0,-50.0,144.62311557788945,0.0,50.0
59,0.2964824120603015,143.6683417085427,0.0,-50.0,0.0,0.0,-50.0,143.6683417085427,0.0,50.0
60,0.3015075376884422,142.713567839196,0.0,-50.0,0.0,0.0,-50.0,142.713567839196,0.0,50.0
61,0.3065326633165829,141.75879396984925,0.0,-50.0,0.0,0.0,-50.0,141.75879396984925,0.0,50.0
62,0.31155778894472363,140.8040201005025,0.0,-50.0,0.0,0.0,-50.0,140.8040201005025,0.0,50.0
63,0.3165829145728643,139.84924623115577,0.0,-50.0,0.0,0.0,-50.0,139.84924623115577,0.0,50.0
64,0.32160804020100503,138.89447236180905,0.0,-50.0,0.0,0.0,-50.0,138.89447236180905,0.0,50.0
65,0.32663316582914576,137.9396984924623,0.0,-50.0,0.0,0.0,-50.0,137.9396984924623,0.0,50.0
66,0.3316582914572864,136.98492462311557,0.0,-50.0,0.0,0.0,-50.0,136.98492462311557,0.0,50.0
67,0.33668341708542715,136.03015075376885,0.0,-50.0,0.0,0.0,-50.0,136.03015075376885,0.0,50.0
68,0.3417085427135678,135.0753768844221,0.0,-50.0,0.0,0.0,-50.0,135.0753768844221,0.0,50.0
69,0.34673366834170855,134.12060301507537,0.0,-50.0,0.0,0.0,-50.0,134.12060301507537,0.0,50.0
70,0.35175879396984927,133.16582914572865,0.0,-50.0,0.0,0.0,-50.0,133.16582914572865,0.0,50.0
71,0.35678391959798994,132.2110552763819,0.0,-50.0,0.0,0.0,-50.0,132.2110552763819,0.0,50.0
72,0.36180904522613067,131.25628140703517,0.0,-50.0,0.0,0.0,-50.0,131.25628140703517,0.0,50.0
73,0.36683417085427134,130.30150753768845,0.0,-50.0,0.0,0.0,-50.0,130.30150753768845,0.0,50.0
74,0.37185929648241206,129.3467336683417,0.0,-50.0,0.0,0.0,-50.0,129.3467336683417,0.0,50.0
75,0.3768844221105528,128.39195979899498,0.0,-50.0,0.0,0.0,-50.0,128.39195979899498,0.0,50.0
76,0.38190954773869346,127.43718592964824,0.0,-50.0,0.0,0.0,-50.0,127.43718592964824,0.0,50.0
77,0.3869346733668342,126.4824120603015,0.0,-50.0,0.0,0.0,-50.0,126.4824120603015,0.0,50.0
78,0.39195979899497485,125.52763819095478,0.0,-50.0,0.0,0.0,-50.0,125.52763819095478,0.0,50.0
79,0.3969849246231156,124.57286432160804,0.0,-50.0,0.0,0.0,-50.0,124.57286432160804,0.0,50.0
80,0.4020100502512563,123.6180904522613,0.0,-50.0,0.0,0.0,-50.0,123.6180904522613,0.0,50.0
81,0.40703517587939697,122.66331658291458,0.0,-50.0,0.0,0.0,-50.0,122.66331658291458,0.0,50.0
82,0.4120603015075377,121.70854271356784,0.0,-50.0,0.0,0.0,-50.0,121.70854271356784,0.0,50.0
83,0.41708542713567837,120.75376884422111,0.0,-50.0,0.0,0.0,-50.0,120.75376884422111,0.0,50.0
84,0.4221105527638191,119.79899497487438,0.0,-50.0,0.0,0.0,-50.0,119.79899497487438,0.0,50.0
85,0.4271356783919598,118.84422110552764,0.0,-50.0,0.0,0.0,-50.0,118.84422110552764,0.0,50.0
86,0.4321608040201005,117.88944723618091,0.0,-50.0,0.0,0.0,-50.0,117.88944723618091,0.0,50.0
87,0.4371859296482412,116.93467336683418,0.0,-50.0,0.0,0.0,-50.0,116.93467336683418,0.0,50.0
88,0.44221105527638194,115.97989949748744,0.0,-50.0,0.0,0.0,-50.0,115.97989949748744,0.0,50.0
89,0.4472361809045226,115.0251256281407,0.0,-50.0,0.0,0.0,-50.0,115.0251256281407,0.0,50.0
90,0.45226130653266333,114.07035175879396,0.0,-50.0,0.0,0.0,-50.0,114.07035175879396,0.0,50.0
91,0.457286432160804,113.11557788944724,0.0,-50.0,0.0,0.0,-50.0,113.11557788944724,0.0,50.0
92,0.4623115577889447,112.1608040201005,0.0,-50.0,0.0,0.0,-50.0,112.1608040201005,0.0,50.0
93,0.46733668341708545,111.20603015075376,0.0,-50.0,0.0,0.0,-50.0,111.20603015075376,0.0,50.0
94,0.4723618090452261,110.25125628140704,0.0,-50.0,0.0,0.0,-50.0,110.25125628140704,0.0,50.0
95,0.47738693467336685,109.2964824120603,0.0,-50.0,0.0,0.0,-50.0,109.2964824120603,0.0,50.0
96,0.4824120603015075,108.34170854271358,0.0,-50.0,0.0,0.0,-50.0,108.34170854271358,0.0,50.0
97,0.48743718592964824,107.38693467336684,0.0,-50.0,0.0,0.0,-50.0,107.38693467336684,0.0,50.0
98,0.49246231155778897,106.4321608040201,0.0,-50.0,0.0,0.0,-50.0,106.4321608040201,0.0,50.0
99,0.49748743718592964,105.47738693467336,0.0,-50.0,0.0,0.0,-50.0,105.47738693467336,0.0,50.0
100,0.5025125628140703,104.52261306532664,0.0,-50.0,0.0,0.0,-50.0,104.52261306532664,0.0,50.0
101,0.507537688442211,103.5678391959799,0.0,-50.0,0.0,0.0,-50.0,103.5678391959799,0.0,50.0
102,0.5125628140703518,102.61306532663316,0.0,-50.0,0.0,0.0,-50.0,102.61306532663316,0.0,50.0
103,0.5175879396984925,101.65829145728642,0.0,-50.0,0.0,0.0,-50.0,101.65829145728642,0.0,50.0
104,0.5226130653266332,100.70351758793969,0.0,-50.0,0.0,0.0,-50.0,100.70351758793969,0.0,50.0
105,0.5276381909547738,99.74874371859298,0.0,-50.0,0.0,0.0,-50.0,99.74874371859298,0.0,50.0
106,0.5326633165829145,98.79396984924624,0.0,-50.0,0.0,0.0,-50.0,98.79396984924624,0.0,50.0
107,0.5376884422110553,97.8391959798995,0.0,-50.0,0.0,0.0,-50.0,97.8391959798995,0.0,50.0
108,0.542713567839196,96.88442211055276,0.0,-50.0,0.0,0.0,-50.0,96.88442211055276,0.0,50.0
109,0.5477386934673367,95.92964824120602,0.0,-50.0,0.0,0.0,-50.0,95.92964824120602,0.0,50.0
110,0.5527638190954773,94.9748743718593,0.0,-50.0,0.0,0.0,-50.0,94.9748743718593,0.0,50.0
111,0.5577889447236181,94.02010050251256,0.0,-50.0,0.0,0.0,-50.0,94.02010050251256,0.0,50.0
112,0.5628140703517588,93.06532663316582,0.0,-50.0,0.0,0.0,-50.0,93.06532663316582,0.0,50.0
113,0.5678391959798995,92.11055276381909,0.0,-50.0,0.0,0.0,-50.0,92.11055276381909,0.0,50.0
114,0.5728643216080402,91.15577889447235,0.0,-50.0,0.0,0.0,-50.0,91.15577889447235,0.0,50.0
115,0.5778894472361809,90.20100502512564,0.0,-50.0,0.0,0.0,-50.0,90.20100502512564,0.0,50.0
116,0.5829145728643216,89.2462311557789,0.0,-50.0,0.0,0.0,-50.0,89.2462311557789,0.0,50.0
117,0.5879396984924623,88.29145728643216,0.0,-50.0,0.0,0.0,-50.0,88.29145728643216,0.0,50.0
118,0.592964824120603,87.33668341708542,0.0,-50.0,0.0,0.0,-50.0,87.33668341708542,0.0,50.0
119,0.5979899497487438,86.38190954773869,0.0,-50.0,0.0,0.0,-50.0,86.38190954773869,0.0,50.0
120,0.6030150753768844,85.42713567839198,0.0,-50.0,0.0,0.0,-50.0,85.42713567839198,0.0,50.0
121,0.6080402010050251,84.47236180904524,0.0,-50.0,0.0,0.0,-50.0,84.47236180904524,0.0,50.0
122,0.6130653266331658,83.5175879396985,0.0,-50.0,0.0,0.0,-50.0,83.5175879396985,0.0,50.0
123,0.6180904522613065,82.56281407035176,0.0,-50.0,0.0,0.0,-50.0,82.56281407035176,0.0,50.0
124,0.6231155778894473,81.60804020100502,0.0,-50.0,0.0,0.0,-50.0,81.60804020100502,0.0,50.0
125,0.628140703517588,80.65326633165829,0.0,-50.0,0.0,0.0,-50.0,80.65326633165829,0.0,50.0
126,0.6331658291457286,79.69849246231156,0.0,-50.0,0.0,0.0,-50.0,79.69849246231156,0.0,50.0
127,0.6381909547738693,78.74371859296483,0.0,-50.0,0.0,0.0,-50.0,78.74371859296483,0.0,50.0
128,0.6432160804020101,77.78894472361809,0.0,-50.0,0.0,0.0,-50.0,77.78894472361809,0.0,50.0
129,0.6482412060301508,76.83417085427135,0.0,-50.0,0.0,0.0,-50.0,76.83417085427135,0.0,50.0
130,0.6532663316582915,75.87939698492461,0.0,-50.0,0.0,0.0,-50.0,75.87939698492461,0.0,50.0
131,0.6582914572864321,74.9246231155779,0.0,-50.0,0.0,0.0,-50.0,74.9246231155779,0.0,50.0
132,0.6633165829145728,73.96984924623116,0.0,-50.0,0.0,0.0,-50.0,73.96984924623116,0.0,50.0
133,0.6683417085427136,73.01507537688443,0.0,-50.0,0.0,0.0,-50.0,73.01507537688443,0.0,50.0
134,0.6733668341708543,72.06030150753769,0.0,-50.0,0.0,0.0,-50.0,72.06030150753769,0.0,50.0
135,0.678391959798995,71.10552763819095,0.0,-50.0,0.0,0.0,-50.0,71.10552763819095,0.0,50.0
136,0.6834170854271356,70.15075376884423,0.0,-50.0,0.0,0.0,-50.0,70.15075376884423,0.0,50.0
137,0.6884422110552764,69.1959798994975,0.0,-50.0,0.0,0.0,-50.0,69.1959798994975,0.0,50.0
138,0.6934673366834171,68.24120603015075,0.0,-50.0,0.0,0.0,-50.0,68.24120603015075,0.0,50.0
139,0.6984924623115578,67.28643216080403,0.0,-50.0,0.0,0.0,-50.0,67.28643216080403,0.0,50.0
140,0.7035175879396985,66.33165829145727,0.0,-50.0,0.0,0.0,-50.0,66.33165829145727,0.0,50.0
141,0.7085427135678392,65.37688442211055,0.0,-50.0,0.0,0.0,-50.0,65.37688442211055,0.0,50.0
142,0.7135678391959799,64.42211055276383,0.0,-50.0,0.0,0.0,-50.0,64.42211055276383,0.0,50.0
143,0.7185929648241206,63.467336683417074,0.0,-50.0,0.0,0.0,-50.0,63.467336683417074,0.0,50.0
144,0.7236180904522613,62.51256281407035,0.0,-50.0,0.0,0.0,-50.0,62.51256281407035,0.0,50.0
145,0.7286432160804021,61.5577889447236,0.0,-50.0,0.0,0.0,-50.0,61.5577889447236,0.0,50.0
146,0.7336683417085427,60.6030150753769,0.0,-50.0,0.0,0.0,-50.0,60.6030150753769,0.0,50.0
147,0.7386934673366834,59.64824120603015,0.0,-50.0,0.0,0.0,-50.0,59.64824120603015,0.0,50.0
148,0.7437185929648241,58.693467336683426,0.0,-50.0,0.0,0.0,-50.0,58.693467336683426,0.0,50.0
149,0.7487437185929648,57.738693467336674,0.0,-50.0,0.0,0.0,-50.0,57.738693467336674,0.0,50.0
150,0.7537688442211056,56.78391959798995,0.0,-50.0,0.0,0.0,-50.0,56.78391959798995,0.0,50.0
151,0.7587939698492462,55.829145728643226,0.0,-50.0,0.0,0.0,-50.0,55.829145728643226,0.0,50.0
152,0.7638190954773869,54.874371859296474,0.0,-50.0,0.0,0.0,-50.0,54.874371859296474,0.0,50.0
153,0.7688442211055276,53.91959798994975,0.0,-50.0,0.0,0.0,-50.0,53.91959798994975,0.0,50.0
154,0.7738693467336684,52.964824120603,0.0,-50.0,0.0,0.0,-50.0,52.964824120603,0.0,50.0
155,0.7788944723618091,52.010050251256274,0.0,-50.0,0.0,0.0,-50.0,52.010050251256274,0.0,50.0
156,0.7839195979899497,51.05527638190955,0.0,-50.0,0.0,0.0,-50.0,51.05527638190955,0.0,50.0
157,0.7889447236180904,50.10050251256283,0.0,-50.0,0.0,0.0,-50.0,50.10050251256283,0.0,50.0
158,0.7939698492462312,49.145728643216074,0.0,-50.0,0.0,0.0,-50.0,49.145728643216074,0.0,50.0
159,0.7989949748743719,48.19095477386935,0.0,-50.0,0.0,0.0,-50.0,48.19095477386935,0.0,50.0
160,0.8040201005025126,47.2361809045226,0.0,-50.0,0.0,0.0,-50.0,47.2361809045226,0.0,50.0
161,0.8090452261306532,46.2814070351759,0.0,-50.0,0.0,0.0,-50.0,46.2814070351759,0.0,50.0
162,0.8140703517587939,45.32663316582915,0.0,-50.0,0.0,0.0,-50.0,45.32663316582915,0.0,50.0
163,0.8190954773869347,44.37185929648243,0.0,-50.0,0.0,0.0,-50.0,44.37185929648243,0.0,50.0
164,0.8241206030150754,43.417085427135675,0.0,-50.0,0.0,0.0,-50.0,43.417085427135675,0.0,50.0
165,0.8291457286432161,42.46231155778895,0.0,-50.0,0.0,0.0,-50.0,42.46231155778895,0.0,50.0
166,0.8341708542713567,41.50753768844223,0.0,-50.0,0.0,0.0,-50.0,41.50753768844223,0.0,50.0
167,0.8391959798994975,40.552763819095475,0.0,-50.0,0.0,0.0,-50.0,40.552763819095475,0.0,50.0
168,0.8442211055276382,39.59798994974875,0.0,-50.0,0.0,0.0,-50.0,39.59798994974875,0.0,50.0
169,0.8492462311557789,38.643216080402,0.0,-50.0,0.0,0.0,-50.0,38.643216080402,0.0,50.0
170,0.8542713567839196,37.688442211055275,0.0,-50.0,0.0,0.0,-50.0,37.688442211055275,0.0,50.0
171,0.8592964824120602,36.73366834170855,0.0,-50.0,0.0,0.0,-50.0,36.73366834170855,0.0,50.0
172,0.864321608040201,35.77889447236183,0.0,-50.0,0.0,0.0,-50.0,35.77889447236183,0.0,50.0
173,0.8693467336683417,34.824120603015075,0.0,-50.0,0.0,0.0,-50.0,34.824120603015075,0.0,50.0
174,0.8743718592964824,33.86934673366835,0.0,-50.0,0.0,0.0,-50.0,33.86934673366835,0.0,50.0
175,0.8793969849246231,32.9145728643216,0.0,-50.0,0.0,0.0,-50.0,32.9145728643216,0.0,50.0
176,0.8844221105527639,31.959798994974875,0.0,-50.0,0.0,0.0,-50.0,31.959798994974875,0.0,50.0
177,0.8894472361809045,31.00502512562815,0.0,-50.0,0.0,0.0,-50.0,31.00502512562815,0.0,50.0
178,0.8944723618090452,30.0502512562814,0.0,-50.0,0.0,0.0,-50.0,30.0502512562814,0.0,50.0
179,0.8994974874371859,29.095477386934675,0.0,-50.0,0.0,0.0,-50.0,29.095477386934675,0.0,50.0
180,0.9045226130653267,28.140703517587923,0.0,-50.0,0.0,0.0,-50.0,28.140703517587923,0.0,50.0
181,0.9095477386934674,27.1859296482412,0.0,-50.0,0.0,0.0,-50.0,27.1859296482412,0.0,50.0
182,0.914572864321608,26.231155778894475,0.0,-50.0,0.0,0.0,-50.0,26.231155778894475,0.0,50.0
183,0.9195979899497487,25.27638190954775,0.0,-50.0,0.0,0.0,-50.0,25.27638190954775,0.0,50.0
184,0.9246231155778895,24.321608040201,0.0,-50.0,0.0,0.0,-50.0,24.321608040201,0.0,50.0
185,0.9296482412060302,23.366834170854275,0.0,-50.0,0.0,0.0,-50.0,23.366834170854275,0.0,50.0
186,0.9346733668341709,22.412060301507523,0.0,-50.0,0.0,0.0,-50.0,22.412060301507523,0.0,50.0
187,0.9396984924623115,21.4572864321608,0.0,-50.0,0.0,0.0,-50.0,21.4572864321608,0.0,50.0
188,0.9447236180904522,20.502512562814076,0.0,-50.0,0.0,0.0,-50.0,20.502512562814076,0.0,50.0
189,0.949748743718593,19.547738693467323,0.0,-50.0,0.0,0.0,-50.0,19.547738693467323,0.0,50.0
190,0.9547738693467337,18.5929648241206,0.0,-50.0,0.0,0.0,-50.0,18.5929648241206,0.0,50.0
191,0.9597989949748744,17.638190954773847,0.0,-50.0,0.0,0.0,-50.0,17.638190954773847,0.0,50.0
192,0.964824120603015,16.683417085427152,0.0,-50.0,0.0,0.0,-50.0,16.683417085427152,0.0,50.0
193,0.9698492462311558,15.7286432160804,0.0,-50.0,0.0,0.0,-50.0,15.7286432160804,0.0,50.0
194,0.9748743718592965,14.773869346733676,0.0,-50.0,0.0,0.0,-50.0,14.773869346733676,0.0,50.0
195,0.9798994974874372,13.819095477386924,0.0,-50.0,0.0,0.0,-50.0,13.819095477386924,0.0,50.0
196,0.9849246231155779,12.8643216080402,0.0,-50.0,0.0,0.0,-50.0,12.8643216080402,0.0,50.0
197,0.9899497487437185,11.909547738693476,0.0,-50.0,0.0,0.0,-50.0,11.909547738693476,0.0,50.0
198,0.9949748743718593,10.954773869346724,0.0,-50.0,0.0,0.0,-50.0,10.954773869346724,0.0,50.0
199,1.0,10.0,0.0,-50.0,0.0,0.0,-50.0,10.0,0.0,50.0
